"","cap.shape","cap.surface","cap.color","bruises.","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.","stalk.surface.below.","stalk.color.above.ri","stalk.color.below.ri","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat","classe","echantillon"
"6116","x","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","g","e","base"
"6117","b","s","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","g","e","base"
"6118","f","y","n","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","k","y","d","e","base"
"6119","x","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","m","e","base"
"6120","f","s","e","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d","p","base"
"6121","f","y","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","d","p","base"
"6122","f","y","e","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","k","y","d","e","base"
"6123","f","y","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l","p","base"
"6124","b","s","w","t","n","f","c","b","r","e","b","s","s","w","w","p","w","t","p","r","v","m","p","base"
"6125","x","s","g","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","v","g","p","base"
"6126","x","y","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d","p","base"
"6127","f","y","e","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","k","v","d","e","base"
"6128","f","y","g","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","d","e","base"
"6129","f","y","p","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w","e","base"
"6130","f","y","n","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","d","e","base"
"6131","x","y","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p","p","base"
"6132","x","s","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p","p","base"
"6133","f","f","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","d","e","base"
"6134","x","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","g","e","base"
"6135","x","s","b","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","s","u","p","base"
"6136","x","f","p","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","k","v","d","p","base"
"6137","x","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","y","u","e","base"
"6138","b","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","g","e","base"
"6139","f","y","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g","p","base"
"6140","x","s","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","u","p","base"
"6141","x","y","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d","p","base"
"6143","x","s","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l","p","base"
"6147","f","y","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","p","p","base"
"6148","f","f","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p","p","base"
"6149","f","s","w","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","s","g","p","base"
"6150","f","s","w","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","s","u","p","base"
"6151","x","f","e","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","d","e","base"
"6152","x","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p","p","base"
"6154","x","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","p","p","base"
"6155","k","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p","p","base"
"6156","x","y","e","f","m","f","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","d","p","base"
"6157","f","f","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p","p","base"
"6160","x","s","g","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","n","g","e","base"
"6161","x","s","w","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","n","g","e","base"
"6162","f","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d","p","base"
"6163","k","s","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d","p","base"
"6164","f","y","w","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","m","p","base"
"6165","f","f","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","p","p","base"
"6166","k","y","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l","p","base"
"6167","f","f","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","d","p","base"
"6168","f","s","w","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","s","u","p","base"
"6169","f","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","u","e","base"
"6170","x","s","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","s","g","p","base"
"6171","x","y","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l","p","base"
"6172","x","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","g","p","base"
"6173","b","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","m","e","base"
"6174","x","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","m","e","base"
"6176","f","s","p","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w","e","base"
"6177","k","y","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l","p","base"
"6178","k","y","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l","p","base"
"6179","x","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l","p","base"
"6180","k","s","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l","p","base"
"6182","f","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l","p","base"
"6183","f","y","n","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","n","v","d","e","base"
"6184","x","y","g","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","n","y","d","e","base"
"6185","f","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","g","p","base"
"6186","k","y","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p","p","base"
"6187","x","s","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","s","g","e","base"
"6189","b","y","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","g","e","base"
"6190","x","f","e","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","v","d","e","base"
"6191","x","y","w","f","n","f","c","n","p","e","?","s","f","w","w","p","w","o","f","h","y","d","e","base"
"6192","x","s","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d","p","base"
"6193","x","y","g","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","d","e","base"
"6194","f","f","g","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","d","e","base"
"6195","b","s","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","g","e","base"
"6196","x","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l","p","base"
"6197","x","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","d","p","base"
"6199","f","y","n","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","k","v","d","e","base"
"6200","f","y","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p","p","base"
"6203","f","f","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","p","p","base"
"6204","x","s","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l","p","base"
"6206","x","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","g","p","base"
"6207","x","f","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","p","p","base"
"6209","k","s","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d","p","base"
"6210","x","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","p","e","base"
"6212","f","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","l","p","base"
"6213","x","f","g","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","d","e","base"
"6215","b","s","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","g","e","base"
"6216","f","s","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","g","p","base"
"6217","k","y","e","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w","e","base"
"6218","x","f","e","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","n","v","d","e","base"
"6221","b","y","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","m","p","base"
"6222","x","s","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","g","e","base"
"6223","x","f","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","g","p","base"
"6224","f","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","d","p","base"
"6225","x","y","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","g","p","base"
"6226","x","s","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p","p","base"
"6227","k","s","e","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w","e","base"
"6228","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","o","v","l","e","base"
"6231","f","y","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p","p","base"
"6232","x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","u","p","base"
"6234","x","y","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","g","p","base"
"6235","k","s","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p","p","base"
"6236","f","f","g","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","v","d","e","base"
"6237","f","s","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l","p","base"
"6239","f","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","g","p","base"
"6240","x","s","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p","p","base"
"6241","x","s","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","g","e","base"
"6242","f","y","n","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","k","y","d","e","base"
"6243","x","f","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","d","e","base"
"6244","f","y","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p","p","base"
"6245","x","f","g","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","g","e","base"
"6246","k","s","g","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","g","e","base"
"6248","x","f","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","g","e","base"
"6249","x","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","g","e","base"
"6250","f","s","w","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","s","g","p","base"
"6251","x","s","g","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","g","e","base"
"6252","f","f","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","v","d","e","base"
"6253","f","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","d","p","base"
"6254","x","y","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","u","p","base"
"6255","f","s","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d","p","base"
"6257","k","y","n","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w","e","base"
"6258","k","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","y","c","l","e","base"
"6259","k","y","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d","p","base"
"6260","x","f","g","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","k","s","d","p","base"
"6263","x","s","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p","p","base"
"6264","f","f","g","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","n","y","d","e","base"
"6265","x","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d","p","base"
"6266","f","y","e","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","v","d","e","base"
"6267","k","y","e","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d","p","base"
"6268","x","s","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","a","g","e","base"
"6269","x","f","y","f","n","f","c","n","w","e","?","k","y","w","y","p","w","o","e","w","v","d","p","base"
"6270","f","s","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","m","p","base"
"6271","x","y","e","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w","e","base"
"6273","f","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p","p","base"
"6274","x","f","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","g","e","base"
"6275","x","s","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","g","e","base"
"6276","x","s","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l","p","base"
"6277","f","f","n","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","k","v","d","e","base"
"6278","x","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","g","e","base"
"6280","f","y","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p","p","base"
"6281","x","s","y","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","d","e","base"
"6282","k","s","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l","p","base"
"6284","b","y","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","m","e","base"
"6285","x","s","g","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","k","v","d","p","base"
"6286","f","s","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","s","g","e","base"
"6288","x","f","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p","p","base"
"6290","x","s","g","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","v","g","p","base"
"6292","x","y","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","g","p","base"
"6293","x","y","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p","p","base"
"6294","x","y","n","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","d","e","base"
"6295","f","y","e","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","d","e","base"
"6296","f","y","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d","p","base"
"6297","b","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","m","e","base"
"6298","x","s","w","f","c","f","c","n","p","e","b","s","s","w","w","p","w","o","p","n","v","d","p","base"
"6299","x","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","p","e","base"
"6300","b","y","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","g","e","base"
"6301","x","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","g","e","base"
"6302","f","f","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","g","p","base"
"6303","f","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","g","p","base"
"6304","f","s","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","g","e","base"
"6305","f","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p","p","base"
"6307","f","y","g","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","n","y","d","e","base"
"6308","k","s","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p","p","base"
"6310","f","f","g","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","g","e","base"
